verbatimScientificName;scientificName;key;matchType;confidence;status;rank;kingdom;phylum;class;order;family;genus;species
Tricholomataceae;Tricholomataceae;8787;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;;
Agaricales;Agaricales;1499;EXACT;96;ACCEPTED;ORDER;Fungi;Basidiomycota;Agaricomycetes;Agaricales;;;
Phlebopus portentosus;Phlebopus portentosus (Berk. & Broome) Boedijn;2525114;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Boletales;Boletinellaceae;Phlebopus;Phlebopus portentosus
Phlebopus;Phlebopus (R.Heim) Singer;2524920;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Boletales;Boletinellaceae;Phlebopus;
Boletinellaceae;Boletinellaceae;8790;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Agaricomycetes;Boletales;Boletinellaceae;;
Serpula incrassata;Serpula incrassata (Berk. & M.A.Curtis) Donk;5245040;EXACT;98;SYNONYM;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Boletales;Coniophoraceae;Meruliporia;Meruliporia incrassata
Serpulaceae;Serpulaceae;8454;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Agaricomycetes;Boletales;Serpulaceae;;
Boletales;Boletales;1063;EXACT;96;ACCEPTED;ORDER;Fungi;Basidiomycota;Agaricomycetes;Boletales;;;
Rhizoctonia;Rhizoctonia DC.;8612683;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;Rhizoctonia;
Rhizoctonia solani;Rhizoctonia solani J.G.Kühn;2555201;EXACT;98;SYNONYM;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;Thanatephorus;Thanatephorus cucumeris
Ceratobasidiaceae;Ceratobasidiaceae;8458;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;;
Multiclavula mucida;Multiclavula mucida (Pers.) R.H.Petersen;2555295;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Clavulinaceae;Multiclavula;Multiclavula mucida
Multiclavula;Multiclavula R.H.Petersen;7622979;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Clavulinaceae;Multiclavula;
Clavulinaceae;Clavulinaceae;8459;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Clavulinaceae;;
Sistotrema;Sistotrema Fr.;5955050;EXACT;92;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Hydnaceae;Sistotrema;
Epulorhiza;Epulorhiza R.T.Moore;2555502;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Tulasnellaceae;Epulorhiza;
Tulasnella calospora;Tulasnella calospora (Boud.) Juel;2555446;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Tulasnellaceae;Tulasnella;Tulasnella calospora
Tulasnella;Tulasnella J.Schröt.;2555245;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Tulasnellaceae;Tulasnella;
Tulasnellaceae;Tulasnellaceae;4198;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Tulasnellaceae;;
Cantharellales;Cantharellales;1300;EXACT;96;ACCEPTED;ORDER;Fungi;Basidiomycota;Agaricomycetes;Cantharellales;;;
Limonomyces roseipellis;Limonomyces roseipellis Stalpers & Loer.;2555644;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Corticiales;Corticiaceae;Limonomyces;Limonomyces roseipellis
Limonomyces;Limonomyces Stalpers & Loer.;2555643;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Corticiales;Corticiaceae;Limonomyces;
Waitea circinata;Waitea circinata Warcup & P.H.B.Talbot;5249953;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Corticiales;Corticiaceae;Waitea;Waitea circinata
Waitea;Waitea Warcup & P.H.B.Talbot;9566307;EXACT;92;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Corticiales;Corticiaceae;Waitea;
Corticiaceae;Corticiaceae;8461;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Agaricomycetes;Corticiales;Corticiaceae;;
Corticiales;Corticiales;1301;EXACT;96;ACCEPTED;ORDER;Fungi;Basidiomycota;Agaricomycetes;Corticiales;;;
Geastrum saccatum;Geastrum saccatum Fr.;2554333;EXACT;97;ACCEPTED;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Geastrales;Geastraceae;Geastrum;Geastrum saccatum
Geastrum;Geastrum Pers.;2525056;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Geastrales;Geastraceae;Geastrum;
Sphaerobolus stellatus;Sphaerobolus stellatus Tode;5249473;EXACT;97;ACCEPTED;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Geastrales;Geastraceae;Sphaerobolus;Sphaerobolus stellatus
Sphaerobolus;Sphaerobolus Tode;8086091;EXACT;92;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Geastrales;Geastraceae;Sphaerobolus;
Geastraceae;Geastraceae;4199;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Agaricomycetes;Geastrales;Geastraceae;;
Sphaerobolaceae;Sphaerobolaceae;3283231;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Agaricomycetes;Geastrales;Sphaerobolaceae;;
Geastrales;Geastrales;1064;EXACT;96;ACCEPTED;ORDER;Fungi;Basidiomycota;Agaricomycetes;Geastrales;;;
Gomphaceae;Gomphaceae;8467;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Agaricomycetes;Gomphales;Gomphaceae;;
Gomphales;Gomphales;1303;EXACT;96;ACCEPTED;ORDER;Fungi;Basidiomycota;Agaricomycetes;Gomphales;;;
Hymenochaetopsis olivacea;Hymenochaetopsis olivacea (Schwein.) S.H.He & Jiao Yang, 2016;9758565;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Hymenochaetopsis;Hymenochaetopsis olivacea
Hymenochaetopsis;Hymenochaetopsis S.H.He & Jiao Yang;9606178;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Hymenochaetopsis;
Hymenochaetaceae;Hymenochaetaceae;8468;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;;
Hyphodontia;Hyphodontia J.Erikss.;2518740;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Schizoporaceae;Hyphodontia;
Hyphodontia rimosissima;Hyphodontia rimosissima (Peck) Gilb., 1971;2518830;EXACT;98;SYNONYM;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Schizoporaceae;Xylodon;Xylodon rimosissimus
Hymenochaetales;Hymenochaetales;1304;EXACT;96;ACCEPTED;ORDER;Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;;;
Coriolaceae;Coriolaceae;3292006;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Agaricomycetes;Polyporales;Coriolaceae;;
Fomitopsidaceae;Fomitopsidaceae;7619;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Agaricomycetes;Polyporales;Fomitopsidaceae;;
Meripilus giganteus;Meripilus giganteus (Pers.) P.Karst.;2540761;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Polyporales;Meripilaceae;Meripilus;Meripilus giganteus
Meripilus;Meripilus P.Karst.;2540760;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Polyporales;Meripilaceae;Meripilus;
Polyporales;Polyporales;1145;EXACT;96;ACCEPTED;ORDER;Fungi;Basidiomycota;Agaricomycetes;Polyporales;;;
Asterostroma andinum;Asterostroma andinum Pat.;2552703;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Russulales;Lachnocladiaceae;Asterostroma;Asterostroma andinum
Asterostroma;Asterostroma Massee;2519875;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Russulales;Lachnocladiaceae;Asterostroma;
Scytinostroma;Scytinostroma Donk;2552607;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Russulales;Lachnocladiaceae;Scytinostroma;
Lachnocladiaceae;Lachnocladiaceae;7611;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Agaricomycetes;Russulales;Lachnocladiaceae;;
Stephanospora caroticolor;Stephanospora caroticolor (Berk.) Pat.;5249037;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Russulales;Stephanosporaceae;Stephanospora;Stephanospora caroticolor
Stephanospora;Stephanospora Pat.;2552403;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Russulales;Stephanosporaceae;Stephanospora;
Stephanosporaceae;Stephanosporaceae;3280;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Agaricomycetes;Russulales;Stephanosporaceae;;
Stereum ostrea;Stereum ostrea (Blume & T.Nees) Fr.;2553044;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Stereum;Stereum ostrea
Stereum;Stereum Hill ex Pers.;2513764;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Stereum;
Stereaceae;Stereaceae;3279;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;;
Russulales;Russulales;1144;EXACT;96;ACCEPTED;ORDER;Fungi;Basidiomycota;Agaricomycetes;Russulales;;;
Craterocolla cerasi;Craterocolla cerasi (Schumach.) Sacc., 1888;7455377;EXACT;97;ACCEPTED;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Sebacinales;Sebacinaceae;Craterocolla;Craterocolla cerasi
Craterocolla;Craterocolla Bref.;2522039;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Sebacinales;Sebacinaceae;Craterocolla;
Sebacinaceae;Sebacinaceae;3278;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Agaricomycetes;Sebacinales;Sebacinaceae;;
Sebacinales;Sebacinales;531;EXACT;96;ACCEPTED;ORDER;Fungi;Basidiomycota;Agaricomycetes;Sebacinales;;;
Tomentella;Tomentella Pers. ex Pat.;8171593;EXACT;92;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Tomentella;
Thelephoraceae;Thelephoraceae;3277;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;;
Thelephorales;Thelephorales;530;EXACT;96;ACCEPTED;ORDER;Fungi;Basidiomycota;Agaricomycetes;Thelephorales;;;
Trechispora farinacea;Trechispora farinacea (Pers.) Liberta;2523138;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Trechisporales;Hydnodontaceae;Trechispora;Trechispora farinacea
Trechispora;Trechispora P.Karst.;2521949;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Trechisporales;Hydnodontaceae;Trechispora;
Hydnodontaceae;Hydnodontaceae;3276;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Agaricomycetes;Trechisporales;Hydnodontaceae;;
Trechisporales;Trechisporales;529;EXACT;96;ACCEPTED;ORDER;Fungi;Basidiomycota;Agaricomycetes;Trechisporales;;;
Peniophorella praetermissa;Peniophorella praetermissa (P.Karst.) K.H.Larss.;2523664;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Agaricomycetes;;;Peniophorella;Peniophorella praetermissa
Peniophorella;Peniophorella;8237452;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;;;Peniophorella;
Agaricomycetes;Agaricomycetes;186;EXACT;96;ACCEPTED;CLASS;Fungi;Basidiomycota;Agaricomycetes;;;;
Kurtzmanomyces nectairei;Kurtzmanomyces nectairei (Rodr.Mir.) Y.Yamada, Itoh, H.Kawas., I.Banno & Nakase;2556529;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Agaricostilbomycetes;Agaricostilbales;Chionosphaeraceae;Kurtzmanomyces;Kurtzmanomyces nectairei
Kurtzmanomyces;Kurtzmanomyces Y.Yamada, Itoh, H.Kawas., I.Banno & Nakase;2556526;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricostilbomycetes;Agaricostilbales;Chionosphaeraceae;Kurtzmanomyces;
Chionosphaeraceae;Chionosphaeraceae;3275;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Agaricostilbomycetes;Agaricostilbales;Chionosphaeraceae;;
Kondoa;Kondoa Y.Yamada, Nakagawa & I.Banno;2556563;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricostilbomycetes;Agaricostilbales;Kondoaceae;Kondoa;
Kondoaceae;Kondoaceae;3274;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Agaricostilbomycetes;Agaricostilbales;Kondoaceae;;
Agaricostilbales;Agaricostilbales;1143;EXACT;96;ACCEPTED;ORDER;Fungi;Basidiomycota;Agaricostilbomycetes;Agaricostilbales;;;
Agaricostilbomycetes;Agaricostilbomycetes;274;EXACT;96;ACCEPTED;CLASS;Fungi;Basidiomycota;Agaricostilbomycetes;;;;
Hoehnelomycetaceae;Hoehnelomycetaceae;3295416;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Atractiellomycetes;Atractiellales;Hoehnelomycetaceae;;
Proceropycnis pinicola;Proceropycnis pinicola M.Villarreal, Arenal, V.Rubio, Begerow, R.Bauer, R.Kirschner & Oberw.;2557854;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Atractiellomycetes;Atractiellales;Phleogenaceae;Proceropycnis;Proceropycnis pinicola
Proceropycnis;Proceropycnis M.Villarreal, Arenal, V.Rubio, Begerow, R.Bauer, R.Kirschner & Oberw.;2557853;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Atractiellomycetes;Atractiellales;Phleogenaceae;Proceropycnis;
Atractiellales;Atractiellales;528;EXACT;96;ACCEPTED;ORDER;Fungi;Basidiomycota;Atractiellomycetes;Atractiellales;;;
Atractiellomycetes;Atractiellomycetes;155;EXACT;96;ACCEPTED;CLASS;Fungi;Basidiomycota;Atractiellomycetes;;;;
Cystobasidium;Cystobasidium (Lagerh.) Neuhoff;2555962;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Cystobasidiomycetes;Cystobasidiales;Cystobasidiaceae;Cystobasidium;
Cystobasidiaceae;Cystobasidiaceae;3269;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Cystobasidiomycetes;Cystobasidiales;Cystobasidiaceae;;
Cystobasidiales;Cystobasidiales;1139;EXACT;96;ACCEPTED;ORDER;Fungi;Basidiomycota;Cystobasidiomycetes;Cystobasidiales;;;
Erythrobasidium hasegawianum;Erythrobasidium hasegawianum Hamam., Sugiy. & Komag.;2555987;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Cystobasidiomycetes;Erythrobasidiales;Erythrobasidiaceae;Erythrobasidium;Erythrobasidium hasegawianum
Erythrobasidium;Erythrobasidium Hamam., Sugiy. & Komag.;2555984;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Cystobasidiomycetes;Erythrobasidiales;Erythrobasidiaceae;Erythrobasidium;
Erythrobasidiaceae;Erythrobasidiaceae;7446194;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Cystobasidiomycetes;Erythrobasidiales;Erythrobasidiaceae;;
Erythrobasidiales;Erythrobasidiales;527;EXACT;96;ACCEPTED;ORDER;Fungi;Basidiomycota;Cystobasidiomycetes;Erythrobasidiales;;;
Cystobasidiomycetes;Cystobasidiomycetes;152;EXACT;96;ACCEPTED;CLASS;Fungi;Basidiomycota;Cystobasidiomycetes;;;;
Dacrymyces;Dacrymyces Nees;9049960;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Dacrymycetes;Dacrymycetales;Dacrymycetaceae;Dacrymyces;
Guepiniopsis buccina;Guepiniopsis buccina (Pers.) L.L.Kenn.;2512861;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Dacrymycetes;Dacrymycetales;Dacrymycetaceae;Guepiniopsis;Guepiniopsis buccina
Guepiniopsis;Guepiniopsis Pat.;2512858;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Dacrymycetes;Dacrymycetales;Dacrymycetaceae;Guepiniopsis;
Dacrymycetaceae;Dacrymycetaceae;7605;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Dacrymycetes;Dacrymycetales;Dacrymycetaceae;;
Dacrymycetales;Dacrymycetales;1138;EXACT;96;ACCEPTED;ORDER;Fungi;Basidiomycota;Dacrymycetes;Dacrymycetales;;;
Dacrymycetes;Dacrymycetes;273;EXACT;96;ACCEPTED;CLASS;Fungi;Basidiomycota;Dacrymycetes;;;;
Entyloma ficariae;Entyloma ficariae A.A.Fisch.Waldh.;2513576;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Exobasidiomycetes;Entylomatales;Entylomataceae;Entyloma;Entyloma ficariae
Entyloma;Entyloma de Bary;2513048;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Exobasidiomycetes;Entylomatales;Entylomataceae;Entyloma;
Entylomataceae;Entylomataceae;3267;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Exobasidiomycetes;Entylomatales;Entylomataceae;;
Entylomatales;Entylomatales;1135;EXACT;96;ACCEPTED;ORDER;Fungi;Basidiomycota;Exobasidiomycetes;Entylomatales;;;
Brachybasidiaceae;Brachybasidiaceae;3266;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Exobasidiomycetes;Exobasidiales;Brachybasidiaceae;;
Exobasidiales;Exobasidiales;524;EXACT;96;ACCEPTED;ORDER;Fungi;Basidiomycota;Exobasidiomycetes;Exobasidiales;;;
Exobasidiomycetes;Exobasidiomycetes;151;EXACT;96;ACCEPTED;CLASS;Fungi;Basidiomycota;Exobasidiomycetes;;;;
Malassezia globosa;Malassezia globosa Midgley, E.Guého & J.Guillot;2518102;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Malassezia globosa
Malassezia;Malassezia Baill.;2518091;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;
Malasseziaceae;Malasseziaceae;7984866;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;;
Malasseziales;Malasseziales;743;EXACT;96;ACCEPTED;ORDER;Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;;;
Malasseziomycetes;Malasseziomycetes;7480949;EXACT;96;ACCEPTED;CLASS;Fungi;Basidiomycota;Malasseziomycetes;;;;
Leucosporidium muscorum;Leucosporidium muscorum (Di Menna) V.de Garcia, M.A.Coelho, T.Maia, L.H.Rosa, A.M.Vaz, C.A.Rosa, J.P.Samp., P.Gonçalves, M.R.van Broock & D.Libkind, 2015;9764955;EXACT;98;SYNONYM;SPECIES;Fungi;Basidiomycota;Microbotryomycetes;Leucosporidiales;Leucosporidiaceae;Leucosporidiella;Leucosporidiella muscorum
Leucosporidium fragarium;Leucosporidium fragarium (J.A.Barnett & Buhagiar) V.de Garcia, M.A.Coelho, T.Maia, L.H.Rosa, A.M.Vaz, C.A.Rosa, J.P.Samp., P.Gonç., M.R.Van Broock & Libkind, 2015;9699215;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Microbotryomycetes;Leucosporidiales;Leucosporidiaceae;Leucosporidium;Leucosporidium fragarium
Leucosporidium;Leucosporidium Fell, Statzell, I.L.Hunter & Phaff;9534744;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Microbotryomycetes;Leucosporidiales;Leucosporidiaceae;Leucosporidium;
Leucosporidiaceae;Leucosporidiaceae;3260;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Microbotryomycetes;Leucosporidiales;Leucosporidiaceae;;
Leucosporidiales;Leucosporidiales;1131;EXACT;96;ACCEPTED;ORDER;Fungi;Basidiomycota;Microbotryomycetes;Leucosporidiales;;;
Sporobolomyces;Sporobolomyces Kluyver & C.B.Niel;2518166;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Sporobolomyces;
Sporidiobolaceae;Sporidiobolaceae;7592;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;;
Sporidiobolales;Sporidiobolales;1129;EXACT;96;ACCEPTED;ORDER;Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;;;
Slooffia cresolica;Slooffia cresolica (Middelhoven & Spaaij) Q.M.Wang, F.Y.Bai, M.Groenew. & Boekhout, 2015;9815287;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Microbotryomycetes;;Chrysozymaceae;Slooffia;Slooffia cresolica
Slooffia;Slooffia Q.M.Wang, F.Y.Bai, M.Groenew. & Boekhout, 2015;9804522;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Microbotryomycetes;;Chrysozymaceae;Slooffia;
Chrysozymaceae;Chrysozymaceae;9735575;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Microbotryomycetes;;Chrysozymaceae;;
Microbotryomycetes;Microbotryomycetes;150;EXACT;96;ACCEPTED;CLASS;Fungi;Basidiomycota;Microbotryomycetes;;;;
Pucciniomycetes;Pucciniomycetes;270;EXACT;96;ACCEPTED;CLASS;Fungi;Basidiomycota;Pucciniomycetes;;;;
Cystofilobasidium;Cystofilobasidium Oberw. & Bandoni;2518149;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Cystofilobasidiaceae;Cystofilobasidium;
Itersonilia pannonica;Itersonilia pannonica (Niwata, Tornai-Leh., T.Deák & Nakase) X.Z.Liu, F.Y.Bai, J.Z.Groenew. & Boekhout, 2015;9690045;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Cystofilobasidiaceae;Itersonilia;Itersonilia pannonica
Itersonilia perplexans;Itersonilia perplexans Derx;2518117;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Cystofilobasidiaceae;Itersonilia;Itersonilia perplexans
Itersonilia;Itersonilia Derx;2518115;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Cystofilobasidiaceae;Itersonilia;
Cystofilobasidiaceae;Cystofilobasidiaceae;7582;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Cystofilobasidiaceae;;
Mrakiaceae;Mrakiaceae;9479658;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Mrakiaceae;;
Cystofilobasidiales;Cystofilobasidiales;1125;EXACT;96;ACCEPTED;ORDER;Fungi;Basidiomycota;Tremellomycetes;Cystofilobasidiales;;;
Filobasidium stepposum;Filobasidium stepposum (Golubev & J.P.Samp.) X.Z.Liu, F.Y.Bai, M.Groenew. & Boekhout, 2015;9659532;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Filobasidium;Filobasidium stepposum
Filobasidium;Filobasidium L.S.Olive;2518210;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Filobasidium;
Filobasidiaceae;Filobasidiaceae;7581;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;;
Filobasidiales;Filobasidiales;1124;EXACT;96;ACCEPTED;ORDER;Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;;;
Dioszegia crocea;Dioszegia crocea (Buhagiar) M.Takash., T.Deák & Nakase;5237438;EXACT;98;SYNONYM;SPECIES;Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleraceae;Bullera;Bullera crocea
Bullera;Bullera Derx;2518120;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleraceae;Bullera;
Fonsecazyma mujuensis;Fonsecazyma mujuensis (K.S.Shin & Y.H.Park) X.Z.Liu, F.Y.Bai, M.Groenew. & Boekhout, 2015;9713592;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleraceae;Fonsecazyma;Fonsecazyma mujuensis
Fonsecazyma;Fonsecazyma X.Z.Liu, F.Y.Bai, M.Groenew. & Boekhout, 2015;9682568;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleraceae;Fonsecazyma;
Bulleraceae;Bulleraceae;9709111;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleraceae;;
Vishniacozyma carnescens;Vishniacozyma carnescens (Verona & Luchetti) X.Z.Liu, F.Y.Bai, M.Groenew. & Boekhout, 2015;9713565;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma;Vishniacozyma carnescens
Vishniacozyma;Vishniacozyma X.Z.Liu, F.Y.Bai, M.Groenew. & Boekhout, 2015;9777603;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma;
Bulleribasidiaceae;Bulleribasidiaceae;9675359;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;;
Sirobasidium magnum;Sirobasidium magnum Boedijn;2518446;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Tremellomycetes;Tremellales;Sirobasidiaceae;Sirobasidium;Sirobasidium magnum
Sirobasidium;Sirobasidium Lagerh. & Pat.;2518445;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Tremellomycetes;Tremellales;Sirobasidiaceae;Sirobasidium;
Sirobasidiaceae;Sirobasidiaceae;3243;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Tremellomycetes;Tremellales;Sirobasidiaceae;;
Cryptococcus amylolentus;Cryptococcus amylolentus;5467845;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Tremellomycetes;Tremellales;Tremellaceae;Cryptococcus;Cryptococcus amylolentus
