"occurrenceId";"verbatimScientificName";"scientificName";"key";"matchType";"confidence";"status";"rank";"kingdom";"phylum";"class";"order";"family";"genus";"species"
NA;"Campanella subdendrophora";"Campanella subdendrophora Redhead";5243715;"EXACT";98;"SYNONYM";"SPECIES";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Marasmiaceae";"Tetrapyrgos";"Tetrapyrgos subdendrophora"
NA;"Marasmiaceae";"Marasmiaceae";4179;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Marasmiaceae";"";""
NA;"Pluteus petasatus";"Pluteus petasatus (Fr.) Gillet";5241275;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Pluteaceae";"Pluteus";"Pluteus petasatus"
NA;"Pluteus phlebophorus";"Pluteus phlebophorus (Ditmar) P.Kumm., 1871";7641695;"EXACT";97;"ACCEPTED";"SPECIES";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Pluteaceae";"Pluteus";"Pluteus phlebophorus"
NA;"Pluteus";"Pluteus Fr.";2526826;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Pluteaceae";"Pluteus";""
NA;"Pluteaceae";"Pluteaceae";8447;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Pluteaceae";"";""
NA;"Psathyrella";"Psathyrella (Fr.) Quél.";2526774;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Psathyrellaceae";"Psathyrella";""
NA;"Psathyrellaceae";"Psathyrellaceae";4184;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Psathyrellaceae";"";""
NA;"Pterula echo";"Pterula echo D.J.McLaughlin & E.G.McLaughlin";2540688;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Pterulaceae";"Pterula";"Pterula echo"
NA;"Pterula";"Pterula Fr.";2518080;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Pterulaceae";"Pterula";""
NA;"Pterulaceae";"Pterulaceae";8448;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Pterulaceae";"";""
NA;"Schizophyllaceae";"Schizophyllaceae";4185;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Schizophyllaceae";"";""
NA;"Pholiota squarrosa";"Pholiota squarrosa (Bull.) P.Kumm.";2534205;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Strophariaceae";"Pholiota";"Pholiota squarrosa"
NA;"Pholiota";"Pholiota (Fr.) P.Kumm.";2528397;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Strophariaceae";"Pholiota";""
NA;"Strophariaceae";"Strophariaceae";4186;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Strophariaceae";"";""
NA;"Leucocybe candicans";"Leucocybe candicans (Pers.) Vizzini, P.Alvarado, G.Moreno & Consiglio, 2015";7530876;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Tricholomataceae";"Leucocybe";"Leucocybe candicans"
NA;"Leucocybe";"Leucocybe Vizzini, P.Alvarado, G.Moreno & Consiglio";7603327;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Tricholomataceae";"Leucocybe";""
NA;"Porpoloma";"Porpoloma Singer";2531688;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Tricholomataceae";"Porpoloma";""
NA;"Tricholoma";"Tricholoma (Fr.) Staude";2527766;"EXACT";92;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Tricholomataceae";"Tricholoma";""
NA;"Tricholomataceae";"Tricholomataceae";8787;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Tricholomataceae";"";""
NA;"Agaricales";"Agaricales";1499;"EXACT";96;"ACCEPTED";"ORDER";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"";"";""
NA;"Phlebopus portentosus";"Phlebopus portentosus (Berk. & Broome) Boedijn";2525114;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Basidiomycota";"Agaricomycetes";"Boletales";"Boletinellaceae";"Phlebopus";"Phlebopus portentosus"
NA;"Phlebopus";"Phlebopus (R.Heim) Singer";2524920;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Boletales";"Boletinellaceae";"Phlebopus";""
NA;"Boletinellaceae";"Boletinellaceae";8790;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Basidiomycota";"Agaricomycetes";"Boletales";"Boletinellaceae";"";""
NA;"Serpula incrassata";"Serpula incrassata (Berk. & M.A.Curtis) Donk";5245040;"EXACT";98;"SYNONYM";"SPECIES";"Fungi";"Basidiomycota";"Agaricomycetes";"Boletales";"Coniophoraceae";"Meruliporia";"Meruliporia incrassata"
NA;"Serpulaceae";"Serpulaceae";8454;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Basidiomycota";"Agaricomycetes";"Boletales";"Serpulaceae";"";""
NA;"Boletales";"Boletales";1063;"EXACT";96;"ACCEPTED";"ORDER";"Fungi";"Basidiomycota";"Agaricomycetes";"Boletales";"";"";""
NA;"Rhizoctonia";"Rhizoctonia DC.";8612683;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Cantharellales";"Ceratobasidiaceae";"Rhizoctonia";""
NA;"Rhizoctonia solani";"Rhizoctonia solani J.G.Kühn";2555201;"EXACT";98;"SYNONYM";"SPECIES";"Fungi";"Basidiomycota";"Agaricomycetes";"Cantharellales";"Ceratobasidiaceae";"Thanatephorus";"Thanatephorus cucumeris"
NA;"Ceratobasidiaceae";"Ceratobasidiaceae";8458;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Basidiomycota";"Agaricomycetes";"Cantharellales";"Ceratobasidiaceae";"";""
NA;"Multiclavula mucida";"Multiclavula mucida (Pers.) R.H.Petersen";2555295;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Basidiomycota";"Agaricomycetes";"Cantharellales";"Clavulinaceae";"Multiclavula";"Multiclavula mucida"
NA;"Multiclavula";"Multiclavula R.H.Petersen";7622979;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Cantharellales";"Clavulinaceae";"Multiclavula";""
NA;"Clavulinaceae";"Clavulinaceae";8459;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Basidiomycota";"Agaricomycetes";"Cantharellales";"Clavulinaceae";"";""
NA;"Sistotrema";"Sistotrema Fr.";5955050;"EXACT";92;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Cantharellales";"Hydnaceae";"Sistotrema";""
NA;"Epulorhiza";"Epulorhiza R.T.Moore";2555502;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Cantharellales";"Tulasnellaceae";"Epulorhiza";""
NA;"Tulasnella calospora";"Tulasnella calospora (Boud.) Juel";2555446;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Basidiomycota";"Agaricomycetes";"Cantharellales";"Tulasnellaceae";"Tulasnella";"Tulasnella calospora"
NA;"Tulasnella";"Tulasnella J.Schröt.";2555245;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Cantharellales";"Tulasnellaceae";"Tulasnella";""
NA;"Tulasnellaceae";"Tulasnellaceae";4198;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Basidiomycota";"Agaricomycetes";"Cantharellales";"Tulasnellaceae";"";""
NA;"Cantharellales";"Cantharellales";1300;"EXACT";96;"ACCEPTED";"ORDER";"Fungi";"Basidiomycota";"Agaricomycetes";"Cantharellales";"";"";""
NA;"Limonomyces roseipellis";"Limonomyces roseipellis Stalpers & Loer.";2555644;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Basidiomycota";"Agaricomycetes";"Corticiales";"Corticiaceae";"Limonomyces";"Limonomyces roseipellis"
NA;"Limonomyces";"Limonomyces Stalpers & Loer.";2555643;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Corticiales";"Corticiaceae";"Limonomyces";""
NA;"Waitea circinata";"Waitea circinata Warcup & P.H.B.Talbot";5249953;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Basidiomycota";"Agaricomycetes";"Corticiales";"Corticiaceae";"Waitea";"Waitea circinata"
NA;"Waitea";"Waitea Warcup & P.H.B.Talbot";9566307;"EXACT";92;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Corticiales";"Corticiaceae";"Waitea";""
NA;"Corticiaceae";"Corticiaceae";8461;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Basidiomycota";"Agaricomycetes";"Corticiales";"Corticiaceae";"";""
NA;"Corticiales";"Corticiales";1301;"EXACT";96;"ACCEPTED";"ORDER";"Fungi";"Basidiomycota";"Agaricomycetes";"Corticiales";"";"";""
NA;"Geastrum saccatum";"Geastrum saccatum Fr.";2554333;"EXACT";97;"ACCEPTED";"SPECIES";"Fungi";"Basidiomycota";"Agaricomycetes";"Geastrales";"Geastraceae";"Geastrum";"Geastrum saccatum"
NA;"Geastrum";"Geastrum Pers.";2525056;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Geastrales";"Geastraceae";"Geastrum";""
NA;"Sphaerobolus stellatus";"Sphaerobolus stellatus Tode";5249473;"EXACT";97;"ACCEPTED";"SPECIES";"Fungi";"Basidiomycota";"Agaricomycetes";"Geastrales";"Geastraceae";"Sphaerobolus";"Sphaerobolus stellatus"
NA;"Sphaerobolus";"Sphaerobolus Tode";8086091;"EXACT";92;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Geastrales";"Geastraceae";"Sphaerobolus";""
NA;"Geastraceae";"Geastraceae";4199;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Basidiomycota";"Agaricomycetes";"Geastrales";"Geastraceae";"";""
NA;"Sphaerobolaceae";"Sphaerobolaceae";3283231;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Basidiomycota";"Agaricomycetes";"Geastrales";"Sphaerobolaceae";"";""
NA;"Geastrales";"Geastrales";1064;"EXACT";96;"ACCEPTED";"ORDER";"Fungi";"Basidiomycota";"Agaricomycetes";"Geastrales";"";"";""
NA;"Gomphaceae";"Gomphaceae";8467;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Basidiomycota";"Agaricomycetes";"Gomphales";"Gomphaceae";"";""
NA;"Gomphales";"Gomphales";1303;"EXACT";96;"ACCEPTED";"ORDER";"Fungi";"Basidiomycota";"Agaricomycetes";"Gomphales";"";"";""
NA;"Hymenochaetopsis olivacea";"Hymenochaetopsis olivacea (Schwein.) S.H.He & Jiao Yang, 2016";9758565;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Basidiomycota";"Agaricomycetes";"Hymenochaetales";"Hymenochaetaceae";"Hymenochaetopsis";"Hymenochaetopsis olivacea"
NA;"Hymenochaetopsis";"Hymenochaetopsis S.H.He & Jiao Yang";9606178;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Hymenochaetales";"Hymenochaetaceae";"Hymenochaetopsis";""
NA;"Hymenochaetaceae";"Hymenochaetaceae";8468;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Basidiomycota";"Agaricomycetes";"Hymenochaetales";"Hymenochaetaceae";"";""
NA;"Hyphodontia";"Hyphodontia J.Erikss.";2518740;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Hymenochaetales";"Schizoporaceae";"Hyphodontia";""
NA;"Hyphodontia rimosissima";"Hyphodontia rimosissima (Peck) Gilb., 1971";2518830;"EXACT";98;"SYNONYM";"SPECIES";"Fungi";"Basidiomycota";"Agaricomycetes";"Hymenochaetales";"Schizoporaceae";"Xylodon";"Xylodon rimosissimus"
NA;"Hymenochaetales";"Hymenochaetales";1304;"EXACT";96;"ACCEPTED";"ORDER";"Fungi";"Basidiomycota";"Agaricomycetes";"Hymenochaetales";"";"";""
NA;"Coriolaceae";"Coriolaceae";3292006;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Basidiomycota";"Agaricomycetes";"Polyporales";"Coriolaceae";"";""
NA;"Fomitopsidaceae";"Fomitopsidaceae";7619;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Basidiomycota";"Agaricomycetes";"Polyporales";"Fomitopsidaceae";"";""
NA;"Meripilus giganteus";"Meripilus giganteus (Pers.) P.Karst.";2540761;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Basidiomycota";"Agaricomycetes";"Polyporales";"Meripilaceae";"Meripilus";"Meripilus giganteus"
NA;"Meripilus";"Meripilus P.Karst.";2540760;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Polyporales";"Meripilaceae";"Meripilus";""
NA;"Polyporales";"Polyporales";1145;"EXACT";96;"ACCEPTED";"ORDER";"Fungi";"Basidiomycota";"Agaricomycetes";"Polyporales";"";"";""
NA;"Asterostroma andinum";"Asterostroma andinum Pat.";2552703;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Lachnocladiaceae";"Asterostroma";"Asterostroma andinum"
NA;"Asterostroma";"Asterostroma Massee";2519875;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Lachnocladiaceae";"Asterostroma";""
NA;"Scytinostroma";"Scytinostroma Donk";2552607;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Lachnocladiaceae";"Scytinostroma";""
NA;"Lachnocladiaceae";"Lachnocladiaceae";7611;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Lachnocladiaceae";"";""
NA;"Stephanospora caroticolor";"Stephanospora caroticolor (Berk.) Pat.";5249037;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Stephanosporaceae";"Stephanospora";"Stephanospora caroticolor"
NA;"Stephanospora";"Stephanospora Pat.";2552403;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Stephanosporaceae";"Stephanospora";""
NA;"Stephanosporaceae";"Stephanosporaceae";3280;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Stephanosporaceae";"";""
NA;"Stereum ostrea";"Stereum ostrea (Blume & T.Nees) Fr.";2553044;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Stereaceae";"Stereum";"Stereum ostrea"
NA;"Stereum";"Stereum Hill ex Pers.";2513764;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Stereaceae";"Stereum";""
NA;"Stereaceae";"Stereaceae";3279;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Stereaceae";"";""
NA;"Russulales";"Russulales";1144;"EXACT";96;"ACCEPTED";"ORDER";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"";"";""
NA;"Craterocolla cerasi";"Craterocolla cerasi (Schumach.) Sacc., 1888";7455377;"EXACT";97;"ACCEPTED";"SPECIES";"Fungi";"Basidiomycota";"Agaricomycetes";"Sebacinales";"Sebacinaceae";"Craterocolla";"Craterocolla cerasi"
NA;"Craterocolla";"Craterocolla Bref.";2522039;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Sebacinales";"Sebacinaceae";"Craterocolla";""
NA;"Sebacinaceae";"Sebacinaceae";3278;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Basidiomycota";"Agaricomycetes";"Sebacinales";"Sebacinaceae";"";""
NA;"Sebacinales";"Sebacinales";531;"EXACT";96;"ACCEPTED";"ORDER";"Fungi";"Basidiomycota";"Agaricomycetes";"Sebacinales";"";"";""
NA;"Tomentella";"Tomentella Pers. ex Pat.";8171593;"EXACT";92;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Thelephorales";"Thelephoraceae";"Tomentella";""
NA;"Thelephoraceae";"Thelephoraceae";3277;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Basidiomycota";"Agaricomycetes";"Thelephorales";"Thelephoraceae";"";""
NA;"Thelephorales";"Thelephorales";530;"EXACT";96;"ACCEPTED";"ORDER";"Fungi";"Basidiomycota";"Agaricomycetes";"Thelephorales";"";"";""
NA;"Trechispora farinacea";"Trechispora farinacea (Pers.) Liberta";2523138;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Basidiomycota";"Agaricomycetes";"Trechisporales";"Hydnodontaceae";"Trechispora";"Trechispora farinacea"
NA;"Trechispora";"Trechispora P.Karst.";2521949;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Trechisporales";"Hydnodontaceae";"Trechispora";""
NA;"Hydnodontaceae";"Hydnodontaceae";3276;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Basidiomycota";"Agaricomycetes";"Trechisporales";"Hydnodontaceae";"";""
NA;"Trechisporales";"Trechisporales";529;"EXACT";96;"ACCEPTED";"ORDER";"Fungi";"Basidiomycota";"Agaricomycetes";"Trechisporales";"";"";""
NA;"Peniophorella praetermissa";"Peniophorella praetermissa (P.Karst.) K.H.Larss.";2523664;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Basidiomycota";"Agaricomycetes";"";"";"Peniophorella";"Peniophorella praetermissa"
NA;"Peniophorella";"Peniophorella";8237452;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"";"";"Peniophorella";""
NA;"Agaricomycetes";"Agaricomycetes";186;"EXACT";96;"ACCEPTED";"CLASS";"Fungi";"Basidiomycota";"Agaricomycetes";"";"";"";""
NA;"Kurtzmanomyces nectairei";"Kurtzmanomyces nectairei (Rodr.Mir.) Y.Yamada, Itoh, H.Kawas., I.Banno & Nakase";2556529;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Basidiomycota";"Agaricostilbomycetes";"Agaricostilbales";"Chionosphaeraceae";"Kurtzmanomyces";"Kurtzmanomyces nectairei"
NA;"Kurtzmanomyces";"Kurtzmanomyces Y.Yamada, Itoh, H.Kawas., I.Banno & Nakase";2556526;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricostilbomycetes";"Agaricostilbales";"Chionosphaeraceae";"Kurtzmanomyces";""
NA;"Chionosphaeraceae";"Chionosphaeraceae";3275;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Basidiomycota";"Agaricostilbomycetes";"Agaricostilbales";"Chionosphaeraceae";"";""
NA;"Kondoa";"Kondoa Y.Yamada, Nakagawa & I.Banno";2556563;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricostilbomycetes";"Agaricostilbales";"Kondoaceae";"Kondoa";""
NA;"Kondoaceae";"Kondoaceae";3274;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Basidiomycota";"Agaricostilbomycetes";"Agaricostilbales";"Kondoaceae";"";""
NA;"Agaricostilbales";"Agaricostilbales";1143;"EXACT";96;"ACCEPTED";"ORDER";"Fungi";"Basidiomycota";"Agaricostilbomycetes";"Agaricostilbales";"";"";""
NA;"Agaricostilbomycetes";"Agaricostilbomycetes";274;"EXACT";96;"ACCEPTED";"CLASS";"Fungi";"Basidiomycota";"Agaricostilbomycetes";"";"";"";""
NA;"Hoehnelomycetaceae";"Hoehnelomycetaceae";3295416;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Basidiomycota";"Atractiellomycetes";"Atractiellales";"Hoehnelomycetaceae";"";""
NA;"Proceropycnis pinicola";"Proceropycnis pinicola M.Villarreal, Arenal, V.Rubio, Begerow, R.Bauer, R.Kirschner & Oberw.";2557854;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Basidiomycota";"Atractiellomycetes";"Atractiellales";"Phleogenaceae";"Proceropycnis";"Proceropycnis pinicola"
NA;"Proceropycnis";"Proceropycnis M.Villarreal, Arenal, V.Rubio, Begerow, R.Bauer, R.Kirschner & Oberw.";2557853;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Atractiellomycetes";"Atractiellales";"Phleogenaceae";"Proceropycnis";""
NA;"Atractiellales";"Atractiellales";528;"EXACT";96;"ACCEPTED";"ORDER";"Fungi";"Basidiomycota";"Atractiellomycetes";"Atractiellales";"";"";""
NA;"Atractiellomycetes";"Atractiellomycetes";155;"EXACT";96;"ACCEPTED";"CLASS";"Fungi";"Basidiomycota";"Atractiellomycetes";"";"";"";""
NA;"Cystobasidium";"Cystobasidium (Lagerh.) Neuhoff";2555962;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Cystobasidiomycetes";"Cystobasidiales";"Cystobasidiaceae";"Cystobasidium";""
NA;"Cystobasidiaceae";"Cystobasidiaceae";3269;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Basidiomycota";"Cystobasidiomycetes";"Cystobasidiales";"Cystobasidiaceae";"";""
NA;"Cystobasidiales";"Cystobasidiales";1139;"EXACT";96;"ACCEPTED";"ORDER";"Fungi";"Basidiomycota";"Cystobasidiomycetes";"Cystobasidiales";"";"";""
NA;"Erythrobasidium hasegawianum";"Erythrobasidium hasegawianum Hamam., Sugiy. & Komag.";2555987;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Basidiomycota";"Cystobasidiomycetes";"Erythrobasidiales";"Erythrobasidiaceae";"Erythrobasidium";"Erythrobasidium hasegawianum"
NA;"Erythrobasidium";"Erythrobasidium Hamam., Sugiy. & Komag.";2555984;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Cystobasidiomycetes";"Erythrobasidiales";"Erythrobasidiaceae";"Erythrobasidium";""
NA;"Erythrobasidiaceae";"Erythrobasidiaceae";7446194;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Basidiomycota";"Cystobasidiomycetes";"Erythrobasidiales";"Erythrobasidiaceae";"";""
NA;"Erythrobasidiales";"Erythrobasidiales";527;"EXACT";96;"ACCEPTED";"ORDER";"Fungi";"Basidiomycota";"Cystobasidiomycetes";"Erythrobasidiales";"";"";""
NA;"Cystobasidiomycetes";"Cystobasidiomycetes";152;"EXACT";96;"ACCEPTED";"CLASS";"Fungi";"Basidiomycota";"Cystobasidiomycetes";"";"";"";""
NA;"Dacrymyces";"Dacrymyces Nees";9049960;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Dacrymycetes";"Dacrymycetales";"Dacrymycetaceae";"Dacrymyces";""
NA;"Guepiniopsis buccina";"Guepiniopsis buccina (Pers.) L.L.Kenn.";2512861;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Basidiomycota";"Dacrymycetes";"Dacrymycetales";"Dacrymycetaceae";"Guepiniopsis";"Guepiniopsis buccina"
NA;"Guepiniopsis";"Guepiniopsis Pat.";2512858;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Dacrymycetes";"Dacrymycetales";"Dacrymycetaceae";"Guepiniopsis";""
NA;"Dacrymycetaceae";"Dacrymycetaceae";7605;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Basidiomycota";"Dacrymycetes";"Dacrymycetales";"Dacrymycetaceae";"";""
NA;"Dacrymycetales";"Dacrymycetales";1138;"EXACT";96;"ACCEPTED";"ORDER";"Fungi";"Basidiomycota";"Dacrymycetes";"Dacrymycetales";"";"";""
NA;"Dacrymycetes";"Dacrymycetes";273;"EXACT";96;"ACCEPTED";"CLASS";"Fungi";"Basidiomycota";"Dacrymycetes";"";"";"";""
NA;"Entyloma ficariae";"Entyloma ficariae A.A.Fisch.Waldh.";2513576;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Basidiomycota";"Exobasidiomycetes";"Entylomatales";"Entylomataceae";"Entyloma";"Entyloma ficariae"
NA;"Entyloma";"Entyloma de Bary";2513048;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Exobasidiomycetes";"Entylomatales";"Entylomataceae";"Entyloma";""
NA;"Entylomataceae";"Entylomataceae";3267;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Basidiomycota";"Exobasidiomycetes";"Entylomatales";"Entylomataceae";"";""
NA;"Entylomatales";"Entylomatales";1135;"EXACT";96;"ACCEPTED";"ORDER";"Fungi";"Basidiomycota";"Exobasidiomycetes";"Entylomatales";"";"";""
NA;"Brachybasidiaceae";"Brachybasidiaceae";3266;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Basidiomycota";"Exobasidiomycetes";"Exobasidiales";"Brachybasidiaceae";"";""
NA;"Exobasidiales";"Exobasidiales";524;"EXACT";96;"ACCEPTED";"ORDER";"Fungi";"Basidiomycota";"Exobasidiomycetes";"Exobasidiales";"";"";""
NA;"Exobasidiomycetes";"Exobasidiomycetes";151;"EXACT";96;"ACCEPTED";"CLASS";"Fungi";"Basidiomycota";"Exobasidiomycetes";"";"";"";""
NA;"Malassezia globosa";"Malassezia globosa Midgley, E.Guého & J.Guillot";2518102;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Basidiomycota";"Malasseziomycetes";"Malasseziales";"Malasseziaceae";"Malassezia";"Malassezia globosa"
NA;"Malassezia";"Malassezia Baill.";2518091;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Malasseziomycetes";"Malasseziales";"Malasseziaceae";"Malassezia";""
NA;"Malasseziaceae";"Malasseziaceae";7984866;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Basidiomycota";"Malasseziomycetes";"Malasseziales";"Malasseziaceae";"";""
NA;"Malasseziales";"Malasseziales";743;"EXACT";96;"ACCEPTED";"ORDER";"Fungi";"Basidiomycota";"Malasseziomycetes";"Malasseziales";"";"";""
NA;"Malasseziomycetes";"Malasseziomycetes";7480949;"EXACT";96;"ACCEPTED";"CLASS";"Fungi";"Basidiomycota";"Malasseziomycetes";"";"";"";""
